Time (s),Binding (nm)
0.0,0.0
0.2,0.00089
0.4,0.002962
0.6,0.003571
0.8,0.004077
1.0,0.005205
1.2,0.00564
1.4,0.005679
1.6,0.006697
1.8,0.008215
2.0,0.007788
2.2,0.009035
2.4,0.00969
2.6,0.00986
2.8,0.009448
3.0,0.011746
3.2,0.012061
3.4,0.01222
3.6,0.011272
3.8,0.012557
4.0,0.011512
4.2,0.012139
4.4,0.01334
4.6,0.015608
4.8,0.015768
5.0,0.016807
5.2,0.016982
5.4,0.016664
5.6,0.016607
5.8,0.016515
6.0,0.016445
6.2,0.016563
6.4,0.01739
6.6,0.017974
6.8,0.018221
7.0,0.017893
7.2,0.018497
7.4,0.018029
7.6,0.017772
7.8,0.017
8.0,0.017772
8.2,0.016643
8.4,0.016326
8.6,0.01651
8.8,0.017596
9.0,0.017589
9.2,0.018968
9.4,0.020165
9.6,0.020397
9.8,0.021122
10.0,0.021585
10.2,0.021376
10.4,0.020637
10.6,0.020508
10.8,0.021068
11.0,0.022653
11.2,0.022938
11.4,0.025382
11.6,0.02539
11.8,0.025034
12.0,0.02422
12.2,0.024197
12.4,0.023085
12.6,0.023564
12.8,0.023263
13.0,0.022811
13.2,0.024149
13.4,0.023928
13.6,0.024322
13.8,0.02532
14.0,0.02491
14.2,0.024391
14.4,0.02431
14.6,0.023917
14.8,0.02272
15.0,0.024024
15.2,0.024569
15.4,0.024716
15.6,0.025199
15.8,0.025845
16.0,0.025881
16.2,0.02538
16.4,0.026104
16.6,0.027171
16.8,0.028055
17.0,0.027267
17.2,0.027138
17.4,0.026366
17.6,0.025512
17.8,0.024873
18.0,0.026143
18.2,0.026517
18.4,0.027205
18.6,0.028005
18.8,0.028625
19.0,0.028394
19.2,0.028889
19.4,0.02954
19.6,0.028902
19.8,0.02984
20.0,0.030364
20.2,0.029272
20.4,0.029105
20.6,0.029332
20.8,0.028298
21.0,0.027456
21.2,0.029166
21.4,0.031139
21.6,0.0312
21.8,0.031768
22.0,0.033102
22.2,0.031525
22.4,0.029569
22.6,0.029886
22.8,0.029192
23.0,0.029158
23.2,0.029091
23.4,0.030105
23.6,0.029456
23.8,0.029063
24.0,0.028696
24.2,0.029991
24.4,0.029829
24.6,0.030447
24.8,0.030218
25.0,0.030791
25.2,0.030272
25.4,0.030254
25.6,0.030453
25.8,0.031938
26.0,0.031832
26.2,0.031481
26.4,0.030664
26.6,0.031288
26.8,0.03133
27.0,0.03038
27.2,0.031353
27.4,0.032217
27.6,0.031977
27.8,0.032897
28.0,0.034123
28.2,0.034303
28.4,0.034841
28.6,0.034583
28.8,0.033123
29.0,0.032478
29.2,0.032636
29.4,0.032221
29.6,0.032654
29.8,0.033502
30.0,0.03412
30.2,0.033625
30.4,0.033648
30.6,0.033333
30.8,0.033484
31.0,0.033554
31.2,0.033705
31.4,0.033802
31.6,0.033427
31.8,0.034661
32.0,0.03362
32.2,0.034502
32.4,0.0341
32.6,0.034323
32.8,0.033712
33.0,0.035485
33.2,0.035504
33.4,0.036574
33.6,0.0374
33.8,0.036802
34.0,0.035677
34.2,0.035979
34.4,0.036053
34.6,0.035248
34.8,0.035047
35.0,0.034594
35.2,0.033885
35.4,0.032807
35.6,0.034135
35.8,0.034934
36.0,0.035687
36.2,0.036614
36.4,0.037163
36.6,0.037228
36.8,0.037104
37.0,0.036968
37.2,0.036922
37.4,0.037394
37.6,0.03708
37.8,0.037083
38.0,0.037565
38.2,0.037352
38.4,0.036436
38.6,0.035867
38.8,0.036384
39.0,0.036587
39.2,0.036886
39.4,0.038328
39.6,0.038842
39.8,0.038384
40.0,0.03872
40.2,0.038241
40.4,0.036929
40.6,0.037831
40.8,0.037573
41.0,0.037384
41.2,0.037052
41.4,0.038517
41.6,0.037456
41.8,0.03742
42.0,0.036655
42.2,0.038148
42.4,0.03749
42.6,0.038257
42.8,0.038607
43.0,0.039633
43.2,0.038577
43.4,0.038785
43.6,0.037839
43.8,0.037598
44.0,0.037209
44.2,0.035994
44.4,0.036217
44.6,0.036533
44.8,0.037026
45.0,0.037178
45.2,0.038258
45.4,0.038099
45.6,0.03864
45.8,0.039139
46.0,0.039111
46.2,0.039857
46.4,0.039926
46.6,0.039192
46.8,0.038179
47.0,0.038842
47.2,0.038101
47.4,0.038442
47.6,0.039149
47.8,0.039487
48.0,0.039252
48.2,0.04022
48.4,0.04049
48.6,0.040172
48.8,0.040294
49.0,0.039596
49.2,0.039687
49.4,0.038238
49.6,0.038596
49.8,0.038514
50.0,0.038854
50.2,0.038455
50.4,0.040194
50.6,0.039723
50.8,0.039794
51.0,0.039344
51.2,0.038656
51.4,0.037887
51.6,0.038589
51.8,0.04003
52.0,0.040603
52.2,0.042289
52.4,0.042824
52.6,0.042183
52.8,0.041615
53.0,0.041402
53.2,0.040939
53.4,0.040428
53.6,0.040776
53.8,0.040348
54.0,0.040939
54.2,0.040415
54.4,0.040648
54.6,0.040675
54.8,0.040047
55.0,0.039936
55.2,0.040549
55.4,0.040297
55.6,0.040717
55.8,0.040985
56.0,0.041046
56.2,0.040832
56.4,0.040782
56.6,0.040929
56.8,0.040947
57.0,0.041089
57.2,0.040933
57.4,0.041479
57.6,0.04198
57.8,0.042722
58.0,0.042456
58.2,0.042582
58.4,0.042518
58.6,0.042977
58.8,0.043509
59.0,0.043408
59.2,0.044385
59.4,0.044326
59.6,0.042932
59.8,0.041915
60.0,0.041937
60.2,0.041118
60.4,0.041588
60.6,0.042499
60.8,0.04313
61.0,0.044253
61.2,0.045135
61.4,0.044057
61.6,0.044379
61.8,0.043866
62.0,0.043383
62.2,0.042805
62.4,0.043508
62.6,0.042316
62.8,0.042881
63.0,0.042605
63.2,0.042291
63.4,0.042433
63.6,0.042784
63.8,0.04231
64.0,0.041833
64.2,0.043365
64.4,0.043099
64.6,0.04411
64.8,0.044938
65.0,0.045552
65.2,0.043535
65.4,0.043703
65.6,0.04259
65.8,0.042858
66.0,0.042392
66.2,0.043295
66.4,0.043145
66.6,0.043972
66.8,0.042841
67.0,0.043468
67.2,0.043435
67.4,0.043795
67.6,0.044775
67.8,0.045113
68.0,0.045607
68.2,0.045825
68.4,0.04513
68.6,0.044406
68.8,0.044214
69.0,0.043972
69.2,0.043677
69.4,0.045075
69.6,0.044961
69.8,0.046199
70.0,0.046325
70.2,0.04669
70.4,0.046731
70.6,0.045863
70.8,0.04644
71.0,0.045808
71.2,0.046123
71.4,0.045384
71.6,0.046908
71.8,0.045536
72.0,0.045165
72.2,0.044698
72.4,0.045384
72.6,0.044357
72.8,0.045605
73.0,0.046984
73.2,0.047913
73.4,0.046998
73.6,0.047857
73.8,0.045731
74.0,0.04547
74.2,0.044885
74.4,0.045542
74.6,0.044674
74.8,0.045554
75.0,0.045565
75.2,0.044749
75.4,0.04476
75.6,0.044192
75.8,0.044666
76.0,0.045023
76.2,0.046407
76.4,0.047522
76.6,0.04868
76.8,0.047304
77.0,0.047231
77.2,0.045951
77.4,0.044928
77.6,0.044193
77.8,0.045052
78.0,0.044145
78.2,0.045307
78.4,0.045089
78.6,0.045325
78.8,0.045366
79.0,0.046245
79.2,0.045328
79.4,0.045551
79.6,0.045794
79.8,0.046191
80.0,0.046248
80.2,0.046944
80.4,0.047352
80.6,0.047869
80.8,0.047743
81.0,0.047248
81.2,0.047618
81.4,0.046991
81.6,0.047865
81.8,0.04681
82.0,0.047272
82.2,0.047303
82.4,0.047092
82.6,0.046527
82.8,0.047473
83.0,0.046913
83.2,0.046365
83.4,0.047616
83.6,0.046528
83.8,0.047139
84.0,0.047239
84.2,0.047435
84.4,0.047054
84.6,0.047304
84.8,0.046928
85.0,0.047796
85.2,0.047513
85.4,0.047474
85.6,0.048106
85.8,0.0475
86.0,0.04823
86.2,0.048269
86.4,0.048605
86.6,0.048552
86.8,0.048453
87.0,0.046898
87.2,0.047127
87.4,0.047376
87.6,0.047404
87.8,0.047989
88.0,0.049011
88.2,0.049134
88.4,0.049235
88.6,0.048263
88.8,0.047864
89.0,0.047365
89.2,0.048495
89.4,0.048279
89.6,0.048399
89.8,0.048832
90.0,0.048982
90.2,0.047793
90.4,0.04818
90.6,0.048781
90.8,0.048971
91.0,0.048367
91.2,0.048106
91.4,0.046868
91.6,0.047572
91.8,0.048404
92.0,0.048191
92.2,0.049564
92.4,0.050922
92.6,0.050662
92.8,0.050294
93.0,0.051046
93.2,0.050692
93.4,0.050297
93.6,0.049918
93.8,0.049228
94.0,0.049965
94.2,0.049399
94.4,0.049504
94.6,0.049799
94.8,0.050716
95.0,0.050208
95.2,0.050654
95.4,0.049953
95.6,0.050673
95.8,0.050957
96.0,0.050643
96.2,0.050322
96.4,0.050782
96.6,0.050641
96.8,0.050388
97.0,0.05141
