Time (s),Binding (nm)
0.0,0.0
0.2,0.004322
0.4,0.007127
0.6,0.005512
0.8,0.008585
1.0,0.009063
1.2,0.010008
1.4,0.010822
1.6,0.011363
1.8,0.01034
2.0,0.010973
2.2,0.010819
2.4,0.009786
2.6,0.010488
2.8,0.011355
3.0,0.011837
3.2,0.011717
3.4,0.013481
3.6,0.013751
3.8,0.013914
4.0,0.01443
4.2,0.014839
4.4,0.013393
4.6,0.01426
4.8,0.013286
5.0,0.014174
5.2,0.015447
5.4,0.016492
5.6,0.015527
5.8,0.01695
6.0,0.016093
6.2,0.015943
6.4,0.015872
6.6,0.016714
6.8,0.016754
7.0,0.018009
7.2,0.017297
7.4,0.018238
7.6,0.018274
7.8,0.019078
8.0,0.018258
8.2,0.018966
8.4,0.019549
8.6,0.019248
8.8,0.019229
9.0,0.019779
9.2,0.019795
9.4,0.019277
9.6,0.019755
9.8,0.019675
10.0,0.020553
10.2,0.021315
10.4,0.021555
10.6,0.022011
10.8,0.02201
11.0,0.021565
11.2,0.020882
11.4,0.019988
11.6,0.020654
11.8,0.020738
12.0,0.021025
12.2,0.021993
12.4,0.022857
12.6,0.022401
12.8,0.022625
13.0,0.022783
13.2,0.022534
13.4,0.021912
13.6,0.022687
13.8,0.024217
14.0,0.023991
14.2,0.024462
14.4,0.024807
14.6,0.024455
14.8,0.023936
15.0,0.02418
15.2,0.02413
15.4,0.025466
15.6,0.024635
15.8,0.024249
16.0,0.023872
16.2,0.02419
16.4,0.024114
16.6,0.025282
16.8,0.025112
17.0,0.025969
17.2,0.025999
17.4,0.025989
17.6,0.026285
17.8,0.02662
18.0,0.026486
18.2,0.025721
18.4,0.025867
18.6,0.026134
18.8,0.027129
19.0,0.027606
19.2,0.029665
19.4,0.029602
19.6,0.029526
19.8,0.030096
20.0,0.029632
20.2,0.02858
20.4,0.028634
20.6,0.028251
20.8,0.027775
21.0,0.028231
21.2,0.028815
21.4,0.029873
21.6,0.030464
21.8,0.029923
22.0,0.030726
22.2,0.030488
22.4,0.030104
22.6,0.030752
22.8,0.031199
23.0,0.031021
23.2,0.031239
23.4,0.032161
23.6,0.03168
23.8,0.032067
24.0,0.032425
24.2,0.033027
24.4,0.032263
24.6,0.032413
24.8,0.032071
25.0,0.032156
25.2,0.031794
25.4,0.032305
25.6,0.032123
25.8,0.0325
26.0,0.032765
26.2,0.033227
26.4,0.033256
26.6,0.034105
26.8,0.035035
27.0,0.034205
27.2,0.033719
27.4,0.033636
27.6,0.032507
27.8,0.032362
28.0,0.032183
28.2,0.033365
28.4,0.033433
28.6,0.034867
28.8,0.034433
29.0,0.034947
29.2,0.034224
29.4,0.034065
29.6,0.033999
29.8,0.034167
30.0,0.034218
30.2,0.03409
30.4,0.034986
30.6,0.035085
30.8,0.035546
31.0,0.035699
31.2,0.036452
31.4,0.035457
31.6,0.037022
31.8,0.037627
32.0,0.038201
32.2,0.037962
32.4,0.03894
32.6,0.036957
32.8,0.036293
33.0,0.035862
33.2,0.036267
33.4,0.03689
33.6,0.037357
33.8,0.038426
34.0,0.039873
34.2,0.040911
34.4,0.041016
34.6,0.04103
34.8,0.040052
35.0,0.038743
35.2,0.038174
35.4,0.037541
35.6,0.03771
35.8,0.037849
36.0,0.038833
36.2,0.038726
36.4,0.038415
36.6,0.037745
36.8,0.038599
37.0,0.03841
37.2,0.038821
37.4,0.039782
37.6,0.04047
37.8,0.0408
38.0,0.041258
38.2,0.040673
38.4,0.041461
38.6,0.041834
