Filename,t1,t1_error,A,A_error,y0,y0_error,R_squared,Iterations,Time_min,Time_max
ZE15_1000_Cl_as.csv,6.04274139324191,0.343202110403028,-0.0265299934513439,15986.8529634053,0.0289635553604292,0.000213032988185224,0.8988943851126989,12.0,0,35.879999999999995
ZE15_250_Cl_as.csv,7.82855510818027,0.581882211675155,-0.00729618840966899,13864.3731467879,0.00527655527987147,0.00013769135918764,0.8614539803724807,6.0,0,35.879999999999995
ZE15_500_Cl_as.csv,3.91702369354928,0.170948097795293,-0.031855669359165,33086.01423613,0.034639753393307,0.000162603475342273,0.9281902448772146,10.0,0,35.879999999999995
ZE16_1000_Cl_as.csv,133.925227463095,10.3423640941641,-0.069841585015821,6772.85359618788,0.113361694087092,0.00380723319410414,0.9564114734870506,9.0,0,119.6
ZE16_250_Cl_as.csv,63.9115202262922,2.88968628806339,-0.0250622770705361,-1.23456789e-300,0.0336870605548518,0.00045184264376299803,0.9426871287269518,9.0,0,119.6
ZE16_500_Cl_as.csv,58.5932211892629,3.60299831378057,-0.0410115169521475,5140.33116342047,0.0639741497269162,0.000720129211235797,0.8848944946036462,9.0,0,119.6
ZE17_1000_Cl_as.csv,124.270558808238,5.9287634376589,-0.0924943145124983,12321.7383533467,0.11820235499169,0.00296400799862055,0.9803139031059408,8.0,0,119.6
ZE17_250_Cl_as.csv,59.5674977720096,2.03781799157309,-0.0443683557180652,2657.19851997701,0.059102617186128,0.000548000124635492,0.9623002324711457,7.0,0,119.6
ZE17_500_Cl_as.csv,85.6328524810537,2.51555914900365,-0.0661810660843865,2508.21208668382,0.0736942121665103,0.0009220709280279181,0.9849287396296091,6.0,0,119.6
ZE18_1000_Cl_as.csv,37.0846511714483,0.873116675694781,-0.0628089518674064,3708.85001569644,0.0665956078191363,0.000552773673358982,0.9872924188614429,5.0,0,77.74
ZE18_250_Cl_as.csv,78.5979957267321,4.23555859373927,-0.0315742362148042,-1.23456789e-300,0.0375571444811857,0.00072513492860735,0.9432746587503872,6.0,0,119.6
ZE18_500_Cl_as.csv,79.4588222254723,2.77956248006631,-0.0401615255228446,2562.84864492666,0.0468662587615693,0.000656051270222434,0.9757534061142338,6.0,0,119.6
ZE19_1000_Cl_as.csv,61.1984299377487,3.09987704830431,-0.0191009183725302,-1.23456789e-300,0.0220095397846253,0.00039759522947727,0.92412717155721,8.0,0,119.6
ZE19_250_Cl_as.csv,27.0050903528437,0.98170623060748,-0.0203560487738044,3109.47744360181,0.0255171346744042,0.00016076969963303,0.9213314477284058,7.0,0,98.66999999999999
ZE19_500_Cl_as.csv,61.1652210532388,3.2186978678338,-0.0181093696966801,-1.23456789e-300,0.0248237856019646,0.000395212490478597,0.9185320367317351,8.0,0,119.6
ZE20_1000_Cl_as.csv,210.021910607007,2.81798183087988,-0.429137476101455,2401.09992320308,0.451424101632362,0.00451603105045041,0.9994283235699168,6.0,0,119.6
ZE20_250_Cl_as.csv,92.2394133914361,2.12701591619676,-0.103515306549149,2539.81449950856,0.105854271889978,0.00120019504793289,0.99184111305239,6.0,0,119.6
ZE20_500_Cl_as.csv,176.279788625199,4.81233535903251,-0.211333406721951,2212.27353775793,0.220170293363835,0.00418106813928241,0.9966715088928543,6.0,0,119.6
ZE21_1000_Cl_as.csv,66.9891627983198,2.33493682134356,-0.0378585552481256,-1.23456789e-300,0.0460432934726924,0.000580560602850751,0.9677400316363135,8.0,0,119.6
ZE21_250_Cl_as.csv,54.6228402585446,1.99627407775986,-0.0231340114166682,-1.23456789e-300,0.02444715651273,0.000343520593825277,0.9510151347485476,8.0,0,119.6
ZE21_500_Cl_as.csv,29.9326326441934,0.810710147217646,-0.0327679311659409,4572.73427416769,0.039779174014803,0.000216079707999933,0.9597431217339848,7.0,0,98.66999999999999
ZE22_1000_Cl_as.csv,232.657171243603,4.58594786466694,-0.366894498858783,-1.23456789e-300,0.410440967218218,0.00618372348484065,0.9989922122634302,7.0,0,119.6
ZE22_250_Cl_as.csv,345.828533207264,26.7108940515391,-0.137115134308349,4262.44930256576,0.178648647828033,0.0114670533305109,0.9929906738128526,17.0,0,119.6
ZE22_500_Cl_as.csv,186.567123731275,4.41674621131316,-0.200167936312485,1562.6402916482,0.212945404236489,0.00362111655422524,0.9977577027821409,6.0,0,119.6
ZE23_1000_Cl_as.csv,97.666523099623,0.918456597040031,-0.17724044209166,-1.23456789e-300,0.190409990460085,0.0009801915006985111,0.9987711569639597,5.0,0,119.6
ZE23_250_Cl_as.csv,160.047072377693,5.25211074077664,-0.0956583191726439,1601.29068883863,0.10538981757098,0.00235542269929089,0.9942064536163231,6.0,0,119.6
ZE23_500_Cl_as.csv,193.149467829416,4.45998140307919,-0.182251105432453,-1.23456789e-300,0.197512006570405,0.00333157061222467,0.9980066061172407,6.0,0,119.6
ZE24_1000_Cl_as.csv,299512.331335511,-1.23456789e-300,-5.09223777662093,-1.23456789e-300,13.3723351225106,-1.23456789e-300,0.631615443038273,400.0,0,119.6
ZE24_250_Cl_as.csv,259.168197147907,106.445130691615,-0.0108690509354445,1186.27647597924,0.0172872181895474,0.00561652213953983,0.7386447849343603,8.0,0,119.6
ZE24_500_Cl_as.csv,2024503.17398899,25977634.8175849,-45.9397400945179,1176.45140301832,123.696936961071,1587.26198774957,0.7924624403669774,400.0,0,119.6
ZE25_1000_Cl_as.csv,299.123135308996,43.0201153525812,-0.0571426906377856,-1.23456789e-300,0.077699921733341,0.00794173339440389,0.9683805027483181,16.0,0,119.6
ZE25_250_Cl_as.csv,49.3779484393186,1.95082956426819,-0.0307519271494013,4883.15526468938,0.0389658665222929,0.000388090918185089,0.9341204670584379,9.0,0,119.6
ZE25_500_Cl_as.csv,93.1235716694827,6.8267715472867,-0.0224011402550686,-1.23456789e-300,0.0278771062685948,0.0008422732916993149,0.9244854011237723,8.0,0,119.6
ZE26_1000_Cl_as.csv,37.9965213652049,1.1135910224154,-0.061330376909941,6943.45104512932,0.0776657900606181,0.00041448055707596696,0.9467266106567344,6.0,0,119.6
ZE26_250_Cl_as.csv,7.22565456858297,0.34062040063828,-0.0258037700283257,-1.23456789e-300,0.0294568108246087,0.00022355505535950302,0.9354600079513323,10.0,0,35.879999999999995
ZE26_500_Cl_as.csv,40.5116168081603,1.23080698501407,-0.0433772593873206,-1.23456789e-300,0.0521078728875337,0.00033388160362442704,0.9473778469996864,6.0,0,119.6
