Time (s),Binding (nm)
0.0,0.0
0.2,-0.000264
0.4,0.001045
0.6,0.000669
0.8,0.001333
1.0,0.00178
1.2,0.001113
1.4,0.001023
1.6,0.001542
1.8,0.000697
2.0,0.000347
2.2,0.002197
2.4,0.002013
2.6,0.002059
2.8,0.002647
3.0,0.003394
3.2,0.001934
3.4,0.002586
3.6,0.003888
3.8,0.004158
4.0,0.00426
4.2,0.005364
4.4,0.005515
4.6,0.003589
4.8,0.004241
5.0,0.004222
5.2,0.004555
5.4,0.004028
5.6,0.004712
5.8,0.005185
6.0,0.00545
6.2,0.004977
6.4,0.005126
6.6,0.005523
6.8,0.005446
7.0,0.004466
7.2,0.005415
7.4,0.005796
7.6,0.006003
7.8,0.006478
8.0,0.007518
8.2,0.008134
8.4,0.008562
8.6,0.008879
8.8,0.008398
9.0,0.008681
9.2,0.00846
9.4,0.008657
9.6,0.008617
9.8,0.009429
10.0,0.0088
10.2,0.008405
10.4,0.007763
10.6,0.007565
10.8,0.007423
11.0,0.007585
11.2,0.00758
11.4,0.007719
11.6,0.007665
11.8,0.008076
12.0,0.008678
12.2,0.008565
12.4,0.010598
12.6,0.011207
12.8,0.010503
13.0,0.011385
13.2,0.011645
13.4,0.00981
13.6,0.010855
13.8,0.011082
14.0,0.010678
14.2,0.01102
14.4,0.011714
14.6,0.010646
14.8,0.010701
15.0,0.010033
15.2,0.009645
15.4,0.009806
15.6,0.011184
15.8,0.010236
16.0,0.009864
16.2,0.009453
16.4,0.009439
16.6,0.009017
16.8,0.01129
17.0,0.012484
17.2,0.013342
17.4,0.014078
17.6,0.013176
17.8,0.012199
18.0,0.012578
18.2,0.013147
18.4,0.013484
18.6,0.013477
18.8,0.013154
19.0,0.012987
19.2,0.013877
19.4,0.013545
19.6,0.014519
19.8,0.015013
20.0,0.015388
20.2,0.014523
20.4,0.013965
20.6,0.01382
20.8,0.015007
21.0,0.013916
21.2,0.012284
21.4,0.013416
21.6,0.013097
21.8,0.01203
22.0,0.0128
22.2,0.015215
22.4,0.01449
22.6,0.015492
22.8,0.014966
23.0,0.015513
23.2,0.014862
23.4,0.015845
23.6,0.015021
23.8,0.016001
24.0,0.01535
24.2,0.015807
24.4,0.014908
24.6,0.014502
24.8,0.015483
25.0,0.016241
25.2,0.015594
25.4,0.016406
25.6,0.017918
25.8,0.016597
26.0,0.017065
26.2,0.016809
26.4,0.01708
26.6,0.017216
26.8,0.017626
27.0,0.016916
27.2,0.017526
27.4,0.016265
27.6,0.016971
27.8,0.017041
28.0,0.016511
28.2,0.017981
28.4,0.018712
28.6,0.017912
28.8,0.018684
29.0,0.019093
29.2,0.018127
29.4,0.018675
29.6,0.017816
29.8,0.017227
30.0,0.016916
30.2,0.017166
30.4,0.017419
30.6,0.016836
30.8,0.017101
31.0,0.018333
31.2,0.017577
31.4,0.017239
31.6,0.018888
31.8,0.01906
32.0,0.017795
32.2,0.018456
32.4,0.019058
32.6,0.017777
32.8,0.017511
33.0,0.01905
33.2,0.018667
33.4,0.017517
33.6,0.020062
33.8,0.020536
34.0,0.02008
34.2,0.020092
34.4,0.02025
34.6,0.019154
34.8,0.01941
35.0,0.019378
35.2,0.019502
35.4,0.020181
35.6,0.020772
35.8,0.020561
36.0,0.020605
36.2,0.021819
36.4,0.02169
36.6,0.021117
36.8,0.021709
37.0,0.02196
37.2,0.021851
37.4,0.022168
37.6,0.021438
37.8,0.021421
38.0,0.021914
38.2,0.021059
38.4,0.02112
38.6,0.021639
38.8,0.021831
39.0,0.021194
39.2,0.022296
39.4,0.022299
39.6,0.023328
39.8,0.023074
40.0,0.02341
40.2,0.023589
40.4,0.023907
40.6,0.024202
40.8,0.024865
41.0,0.024594
41.2,0.02345
41.4,0.0241
41.6,0.024245
41.8,0.02392
42.0,0.025678
42.2,0.025748
42.4,0.024198
42.6,0.022786
42.8,0.022575
43.0,0.021052
43.2,0.020564
43.4,0.020903
43.6,0.021985
43.8,0.02236
44.0,0.023599
44.2,0.024992
44.4,0.026035
44.6,0.025583
44.8,0.025545
45.0,0.025066
45.2,0.025184
45.4,0.025233
45.6,0.025266
45.8,0.025369
46.0,0.025881
46.2,0.026514
46.4,0.026324
46.6,0.027128
46.8,0.0278
47.0,0.027271
47.2,0.026386
47.4,0.026628
47.6,0.025178
47.8,0.025551
48.0,0.025567
48.2,0.025457
48.4,0.0254
48.6,0.027054
48.8,0.025167
49.0,0.02433
49.2,0.024394
49.4,0.024397
49.6,0.023594
49.8,0.024268
50.0,0.025247
50.2,0.025756
50.4,0.025571
50.6,0.025984
50.8,0.026065
51.0,0.025813
51.2,0.026162
51.4,0.026637
51.6,0.025604
51.8,0.025599
52.0,0.026542
52.2,0.02644
52.4,0.026154
52.6,0.027397
52.8,0.028007
53.0,0.02738
53.2,0.0285753
53.4,0.0295611
53.6,0.028682
53.8,0.0283939
54.0,0.028071
54.2,0.027208
54.4,0.02674
54.6,0.028148
54.8,0.0285246
55.0,0.0294229
55.2,0.0290245
55.4,0.0286681
55.6,0.0283848
55.8,0.0293201
56.0,0.0292237
56.2,0.0296661
56.4,0.0301101
56.6,0.0302626
56.8,0.028939
57.0,0.0301022
57.2,0.0289672
57.4,0.0302072
57.6,0.0299991
57.8,0.0310002
58.0,0.0283159
58.2,0.0299161
58.4,0.028161
58.6,0.0287739
58.8,0.0294505
59.0,0.0319269
59.2,0.0308829
59.4,0.0313543
59.6,0.0307042
59.8,0.0290288
60.0,0.028165
60.2,0.0286804
60.4,0.0293735
60.6,0.0294692
60.8,0.0301651
61.0,0.0297271
61.2,0.0305119
61.4,0.0307438
61.6,0.0307229
61.8,0.0309847
62.0,0.0321881
62.2,0.0317649
62.4,0.0310394
62.6,0.0320191
62.8,0.0320235
63.0,0.0312035
63.2,0.0309024
63.4,0.0319739
63.6,0.0305578
63.8,0.0305401
